question_id,question_text,option_a,option_b,option_c,option_d,correct_option,category,difficulty_level,age_group,skill_tested,time_limit_sec,marks
Q224,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Hard,9-10,Recognition,50,3
Q225,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,10-11,Reasoning,46,3
Q226,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,11-12,Recall,52,3
Q227,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,11-12,Phonics,25,2
Q228,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,8-9,Recognition,48,1
Q229,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,10-11,Geometry,51,2
Q230,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Easy,8-9,Short-term Memory,29,1
Q231,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,11-12,Geometry,31,2
Q232,What is 25 × 4?,50,75,100,125,C,Math,Easy,11-12,Multiplication,29,1
Q233,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,8-9,Recall,46,1
Q234,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,11-12,Recall,30,1
Q235,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,9-10,Spelling,30,2
Q236,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Medium,10-11,Geometry,20,2
Q237,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,9-10,Subtraction,21,3
Q238,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,9-10,Comparison,38,3
Q239,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,9-10,Vocabulary,60,3
Q240,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,11-12,Geometry,31,1
Q241,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,9-10,Comparison,47,3
Q242,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,8-9,Sequencing,22,1
Q243,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,9-10,Comparison,27,3
Q244,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,9-10,Recognition,47,1
Q245,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,9-10,Sequencing,31,2
Q246,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,9-10,Comparison,29,1
Q247,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,9-10,Sequencing,46,1
Q248,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,10-11,Sequencing,36,1
Q249,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,8-9,Spelling,56,2
Q250,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,10-11,Sequencing,34,1
Q251,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,9-10,Phonics,24,3
Q252,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,9-10,Recognition,33,2
Q253,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,9-10,Recall,47,3
Q254,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,8-9,Reasoning,44,3
Q255,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,11-12,Short-term Memory,55,3
Q256,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,10-11,Categorization,30,3
Q257,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Medium,11-12,Recognition,20,2
Q258,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,9-10,Sequencing,45,2
Q259,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,11-12,Recall,54,1
Q260,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,8-9,Spelling,40,2
Q261,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,10-11,Spelling,27,2
Q262,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,10-11,Grammar,30,1
Q263,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Hard,8-9,Recognition,43,3
Q264,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,8-9,Subtraction,34,1
Q265,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,10-11,Categorization,54,2
Q266,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,8-9,Short-term Memory,59,3
Q267,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,10-11,Division,54,3
Q268,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,11-12,Recall,24,2
Q269,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Medium,10-11,Comparison,31,2
Q270,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,10-11,Sequencing,42,1
Q271,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,10-11,Spelling,47,2
Q272,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,9-10,Grammar,51,1
Q273,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Hard,10-11,Geometry,39,3
Q274,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Hard,9-10,Word Problems,21,3
Q275,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,9-10,Phonics,44,1
Q276,What is 144 ÷ 12?,10,11,12,13,C,Math,Medium,11-12,Division,34,2
Q277,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,10-11,Pattern Recognition,57,2
Q278,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,11-12,Subtraction,43,3
Q279,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,9-10,Categorization,40,2
Q280,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,8-9,Spelling,25,2
Q281,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,9-10,Recall,56,3
Q282,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,9-10,Vocabulary,46,3
Q283,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,10-11,Recall,54,1
Q284,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,11-12,Recall,53,1
Q285,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,9-10,Subtraction,37,2
Q286,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,10-11,Categorization,27,2
Q287,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,8-9,Grammar,56,3
Q288,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,11-12,Recall,34,1
Q289,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,11-12,Sequencing,60,2
Q290,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,11-12,Categorization,58,2
Q291,What is 25 × 4?,50,75,100,125,C,Math,Hard,8-9,Multiplication,38,3
Q292,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,10-11,Recall,50,2
Q293,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,8-9,Phonics,46,1
Q294,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,11-12,Recall,48,3
Q295,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,9-10,Short-term Memory,27,2
Q296,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,11-12,Short-term Memory,39,3
Q297,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,8-9,Subtraction,58,1
Q298,What is 25 × 4?,50,75,100,125,C,Math,Easy,11-12,Multiplication,23,1
Q299,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Hard,10-11,Phonics,53,3
Q300,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,9-10,Sequencing,51,1
Q301,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,9-10,Recall,40,3
Q302,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,10-11,Grammar,30,1
Q303,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,9-10,Recall,59,3
Q304,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,9-10,Pattern Recognition,55,1
Q305,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,11-12,Sequencing,59,3
Q306,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,9-10,Spelling,38,1
Q307,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,8-9,Spelling,53,1
Q308,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,11-12,Recall,26,1
Q309,What is 25 × 4?,50,75,100,125,C,Math,Medium,9-10,Multiplication,54,2
Q310,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,9-10,Subtraction,42,3
Q311,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,11-12,Pattern Recognition,23,2
Q312,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,11-12,Sequencing,34,1
Q313,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,11-12,Categorization,39,3
Q314,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,11-12,Recall,29,2
Q315,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,8-9,Phonics,39,2
Q316,What is 144 ÷ 12?,10,11,12,13,C,Math,Medium,8-9,Division,52,2
Q317,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,10-11,Recall,27,3
Q318,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Hard,9-10,Spelling,48,3
Q319,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Easy,9-10,Vocabulary,25,1
Q320,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Easy,9-10,Reasoning,50,1
Q321,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,11-12,Subtraction,23,1
Q322,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,11-12,Recognition,26,1
Q323,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Easy,9-10,Comparison,43,1
Q324,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,10-11,Comparison,45,3
Q325,What is 144 ÷ 12?,10,11,12,13,C,Math,Easy,8-9,Division,24,1
Q326,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,9-10,Grammar,59,1
Q327,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,10-11,Recognition,25,1
Q328,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,10-11,Recognition,23,1
Q329,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Medium,11-12,Recall,51,2
Q330,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,8-9,Categorization,58,3
Q331,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,8-9,Spelling,44,1
Q332,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,10-11,Subtraction,43,2
Q333,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,8-9,Recall,23,3
Q334,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,9-10,Division,32,3
Q335,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,8-9,Recall,31,3
Q336,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,10-11,Recall,35,1
Q337,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,9-10,Sequencing,27,3
Q338,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,8-9,Subtraction,51,1
Q339,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,11-12,Vocabulary,50,2
Q340,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Hard,10-11,Reasoning,58,3
Q341,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Easy,11-12,Short-term Memory,26,1
Q342,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,11-12,Grammar,29,1
Q343,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,11-12,Recall,51,1
Q344,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,10-11,Grammar,57,1
Q345,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,8-9,Vocabulary,20,3
Q346,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Hard,11-12,Sequencing,48,3
Q347,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Medium,10-11,Phonics,34,2
Q348,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Hard,10-11,Spelling,52,3
Q349,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,11-12,Recall,50,1
Q350,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,8-9,Categorization,43,3
Q351,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,11-12,Sequencing,28,1
Q352,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,9-10,Pattern Recognition,27,1
Q353,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Easy,11-12,Recall,55,1
Q354,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Hard,10-11,Subtraction,46,3
Q355,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,8-9,Sequencing,50,2
Q356,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Hard,10-11,Pattern Recognition,25,3
Q357,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,10-11,Sequencing,28,3
Q358,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Medium,11-12,Sequencing,36,2
Q359,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,10-11,Recall,31,2
Q360,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Hard,10-11,Recognition,32,3
Q361,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,9-10,Recognition,27,1
Q362,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Hard,11-12,Vocabulary,47,3
Q363,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Medium,10-11,Grammar,56,2
Q364,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,10-11,Sequencing,58,1
Q365,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,8-9,Categorization,39,3
Q366,What is the perimeter of a square with side 8 cm?,16,24,28,32,D,Math,Easy,10-11,Geometry,34,1
Q367,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Medium,9-10,Recall,27,2
Q368,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,9-10,Subtraction,47,1
Q369,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,9-10,Reasoning,48,2
Q370,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Medium,9-10,Vocabulary,20,2
Q371,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,9-10,Recall,47,3
Q372,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Medium,8-9,Short-term Memory,56,2
Q373,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,8-9,Subtraction,29,2
Q374,What is 25 × 4?,50,75,100,125,C,Math,Hard,9-10,Multiplication,42,3
Q375,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Hard,10-11,Comparison,36,3
Q376,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Medium,10-11,Sequencing,26,2
Q377,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Easy,10-11,Sequencing,42,1
Q378,"Remember this sequence: Red, Blue, Green, Yellow. Which was third?",Red,Blue,Green,Yellow,C,Memory,Easy,10-11,Sequencing,24,1
Q379,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,11-12,Reasoning,41,2
Q380,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Hard,9-10,Categorization,33,3
Q381,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,10-11,Vocabulary,57,1
Q382,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,10-11,Sequencing,57,3
Q383,"Remember these numbers: 5, 9, 14. What was the second?",5,9,14,19,B,Memory,Hard,10-11,Recall,51,3
Q384,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Hard,8-9,Grammar,46,3
Q385,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,10-11,Recognition,20,1
Q386,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,8-9,Recognition,22,1
Q387,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,10-11,Categorization,45,2
Q388,What is 25 × 4?,50,75,100,125,C,Math,Easy,9-10,Multiplication,53,1
Q389,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Easy,10-11,Vocabulary,22,1
Q390,What is 144 ÷ 12?,10,11,12,13,C,Math,Hard,8-9,Division,48,3
Q391,"Which comes next in sequence: A, C, E, G, ?",H,I,J,K,C,Logic,Hard,9-10,Sequencing,35,3
Q392,Which word rhymes with 'Night'?,Bit,Light,Not,Hit,B,Verbal,Easy,8-9,Phonics,22,1
Q393,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Medium,11-12,Pattern Recognition,34,2
Q394,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Medium,9-10,Spelling,32,2
Q395,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,10-11,Grammar,52,1
Q396,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Easy,10-11,Subtraction,59,1
Q397,"A box has 24 apples. If 6 apples are eaten, how many remain?",16,18,20,22,B,Math,Medium,10-11,Subtraction,54,2
Q398,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Hard,10-11,Recall,42,3
Q399,"Shown: Car, Bike, Bus. Which was last?",Car,Bus,Bike,Truck,B,Memory,Hard,9-10,Short-term Memory,20,3
Q400,"Find the next number: 3, 6, 12, 24, ?",36,42,46,48,D,Logic,Easy,11-12,Pattern Recognition,50,1
Q401,"Look: Apple, Banana, Orange. Which fruit was first?",Banana,Apple,Orange,Grapes,B,Memory,Easy,9-10,Recall,36,1
Q402,Choose the antonym of 'Brave',Cowardly,Strong,Bold,Happy,A,Verbal,Medium,8-9,Vocabulary,55,2
Q403,"Which shape does not belong? Circle, Square, Triangle, Ball",Circle,Square,Triangle,Ball,D,Logic,Medium,11-12,Categorization,25,2
Q404,"If all cats are animals, and some animals are black, are all cats black?",Yes,No,Cannot Say,Maybe,C,Logic,Medium,9-10,Reasoning,42,2
Q405,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,11-12,Recognition,32,1
Q406,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Easy,8-9,Spelling,44,1
Q407,Which spelling is correct?,Enviroment,Environment,Environmant,Envirnment,B,Verbal,Hard,10-11,Spelling,54,3
Q408,Which is heavier: 2 kg iron or 1 kg cotton?,Iron,Cotton,Both same,None,A,Logic,Medium,11-12,Comparison,49,2
Q409,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Medium,10-11,Word Problems,37,2
Q410,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,8-9,Grammar,45,1
Q411,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,8-9,Recognition,33,1
Q412,Ravi bought 3 pencils for ₹5 each. How much did he spend?,10,15,20,25,B,Math,Easy,8-9,Word Problems,36,1
Q413,Choose the synonym of 'Big',Large,Tiny,Small,Weak,A,Verbal,Hard,9-10,Vocabulary,27,3
Q414,Fill in the blank: The Earth ____ around the Sun.,Move,Moves,Moving,Moved,B,Verbal,Easy,10-11,Grammar,57,1
Q415,What is 144 ÷ 12?,10,11,12,13,C,Math,Medium,11-12,Division,33,2
Q416,"You saw: Dog, Cat, Rabbit. Which animal was not shown?",Dog,Rabbit,Lion,Cat,C,Memory,Easy,8-9,Recognition,28,1
